_id,name,name_de,name_fr,name_es,name_it,name_jp,type,sub_type,rarity,carry_capacity,buy,sell,description,icon_name,armor_dupe_name_fix
2769,High Metal Mail S,Hochmetall-Panzer S,Cotte haut-métal S,Malla de megametal S,Cotta Hi-Metal S,ハイメタＳメイル,Armor,Body,5,0,10800,,,,
2770,High Metal Vambraces S,HochmetallArmschienS,Av-bras haut-métal S,Brazales megametal S,Parabr. Hi-Metal S,ハイメタＳアーム,Armor,Arms,5,0,10800,,,,
2771,High Metal Tassets S,HochmetallBeinzeug S,Tassette haut-métal S,Muslera megametal S,Falda Hi-Metal S,ハイメタＳフォールド,Armor,Waist,5,0,10800,,,,
2772,High Metal Greaves S,HochmetallBeinschinS,Grèves haut-métal S,Grebas megametal S,Schinieri Hi-Metal S,ハイメタＳグリーヴ,Armor,Legs,5,0,10800,,,,
2773,High Metal Cap S,Hochmetall-Kappe S,Calot haut-métal S,Gorro de megametal S,Cappello Hi-Metal S,ハイメタＳキャップ,Armor,Head,5,0,10800,,,,
2774,High Metal Vest S,Hochmetall-Weste S,Tunique haut-métal S,Chaleco megametal S,Pettorina Hi-Metal S,ハイメタＳレジスト,Armor,Body,5,0,10800,,,,
2775,High Metal Guards S,HochmetallArmschutzS,Gardes haut-métal S,Guard. megametal S,Protez. Hi-Metal S,ハイメタＳガード,Armor,Arms,5,0,10800,,,,
2776,High Metal Coat S,HochmetallWaffenrckS,Taille haut-métal S,Cota de megametal S,Fiancale Hi-Metal S,ハイメタＳコート,Armor,Waist,5,0,10800,,,,
2777,High Metal Leggings S,HochmetallGamaschenS,Cuissard haut-métal S,Calzas megametal S,Gambali Hi-Metal S,ハイメタＳレギンス,Armor,Legs,5,0,10800,,,,
2778,Conga Helm U,Conga-Helm U,Heaume Conga U,Casco de Conga U,Elmo Conga U,コンガＵヘルム,Armor,Head,5,0,7600,,,,
2779,Conga Mail U,Conga-Panzer U,Cotte Conga U,Malla de Conga U,Cotta Conga U,コンガＵメイル,Armor,Body,5,0,7600,,,,
2780,Conga Vambraces U,Conga-Armschienen U,Avant-bras Conga U,Brazales de Conga U,Parabraccia Conga U,コンガＵアーム,Armor,Arms,5,0,7600,,,,
2781,Conga Tassets U,Conga-Beinzeug U,Tassette Conga U,Muslera de Conga U,Falda Conga U,コンガＵフォールド,Armor,Waist,5,0,7600,,,,
2782,Conga Greaves U,Conga-Beinschienen U,Grèves Conga U,Grebas de Conga U,Schinieri Conga U,コンガＵグリーヴ,Armor,Legs,5,0,7600,,,,
2783,Conga Cap U,Conga-Kappe U,Calot Conga U,Gorro de Conga U,Cappello Conga U,コンガＵキャップ,Armor,Head,5,0,7600,,,,
2784,Conga Vest U,Conga-Weste U,Tunique Conga U,Chaleco de Conga U,Pettorina Conga U,コンガＵレジスト,Armor,Body,5,0,7600,,,,
2785,Conga Guards U,Conga-Armschutz U,Gardes Conga U,Guardabrazos Conga U,Protezioni Conga U,コンガＵガード,Armor,Arms,5,0,7600,,,,
2786,Conga Coat U,Conga-Waffenrock U,Taille Conga U,Cota de Conga U,Fiancale Conga U,コンガＵコート,Armor,Waist,5,0,7600,,,,
2787,Conga Leggings U,Conga-Gamaschen U,Cuissard Conga U,Calzas de Conga U,Gambali Conga U,コンガＵレギンス,Armor,Legs,5,0,7600,,,,
2788,Gypceros Helm S,Gypceros-Helm S,Heaume Gypceros S,Casco de Gypceros S,Elmo Gypceros S,ゲリョスＳヘルム,Armor,Head,5,0,8300,,,,
2789,Gypceros Mail S,Gypceros-Panzer S,Cotte Gypceros S,Malla de Gypceros S,Cotta Gypceros S,ゲリョスＳメイル,Armor,Body,5,0,8300,,,,
2790,Gypceros Vambraces S,GypcerosArmschienenS,Avant-bras Gypceros S,Brazales Gypceros S,Parabr. Gypceros S,ゲリョスＳアーム,Armor,Arms,5,0,8300,,,,
2791,Gypceros Tassets S,Gypceros-Beinzeug S,Tassette Gypceros S,Muslera Gypceros S,Falda Gypceros S,ゲリョスＳフォールド,Armor,Waist,5,0,8300,,,,
2792,Gypceros Greaves S,GypcerosBeinschinenS,Grèves Gypceros S,Grebas de Gypceros S,Schinieri Gypceros S,ゲリョスＳグリーヴ,Armor,Legs,5,0,8300,,,,
2793,Gypceros Cap S,Gypceros-Kappe S,Calot Gypceros S,Gorro de Gypceros S,Cappello Gypceros S,ゲリョスＳキャップ,Armor,Head,5,0,8300,,,,
2794,Gypceros Vest S,Gypceros-Weste S,Tunique Gypceros S,Chaleco Gypceros S,Pettorina Gypceros S,ゲリョスＳレジスト,Armor,Body,5,0,8300,,,,
2795,Gypceros Guards S,Gypceros-Armschutz S,Gardes Gypceros S,Guardabr. Gypceros S,Protez. Gypceros S,ゲリョスＳガード,Armor,Arms,5,0,8300,,,,
2796,Gypceros Coat S,GypcerosWaffenrock S,Taille Gypceros S,Cota de Gypceros S,Fiancale Gypceros S,ゲリョスＳコート,Armor,Waist,5,0,8300,,,,
2797,Gypceros Leggings S,Gypceros-Gamaschen S,Cuissard Gypceros S,Calzas de Gypceros S,Gambali Gypceros S,ゲリョスＳレギンス,Armor,Legs,5,0,8300,,,,
2798,Tetsucabra Helm S,Tetsucabra-Helm S,Heaume Tetsucabra S,Casco Tetsucabra S,Elmo Tetsucabra S,カブラＳヘルム,Armor,Head,5,0,8400,,,,
2799,Tetsucabra Mail S,Tetsucabra-Panzer S,Cotte Tetsucabra S,Malla Tetsucabra S,Cotta Tetsucabra S,カブラＳメイル,Armor,Body,5,0,8400,,,,
2800,Tetsucabra Braces S,TetsucabraArmschienS,Avt-bras Tetsucabra S,Brazal. Tetsucabra S,Parabr. Tetsucabra S,カブラＳアーム,Armor,Arms,5,0,8400,,,,
2801,Tetsucabra Faulds S,TetsucabraBeinzeug S,Tassette Tetsucabra S,Muslera Tetsucabra S,Falda Tetsucabra S,カブラＳフォールド,Armor,Waist,5,0,8400,,,,
2802,Tetsucabra Greaves S,TetsucabraBeinschinS,Grèves Tetsucabra S,Grebas Tetsucabra S,Schin. Tetsucabra S,カブラＳグリーヴ,Armor,Legs,5,0,8400,,,,
2803,Tetsucabra Cap S,Tetsucabra-Kappe S,Calot Tetsucabra S,Gorro Tetsucabra S,Capp. Tetsucabra S,カブラＳキャップ,Armor,Head,5,0,8400,,,,
2804,Tetsucabra Vest S,Tetsucabra-Weste S,Tunique Tetsucabra S,Chaleco Tetsucabra S,Pettor. Tetsucabra S,カブラＳレジスト,Armor,Body,5,0,8400,,,,
2805,Tetsucabra Guards S,TetsucabraArmschutzS,Gardes Tetsucabra S,Guard. Tetsucabra S,Protez. Tetsucabra S,カブラＳガード,Armor,Arms,5,0,8400,,,,
2806,Tetsucabra Coat S,TetsucabraWaffenrckS,Taille Tetsucabra S,Cota de Tetsucabra S,Fianc. Tetsucabra S,カブラＳコート,Armor,Waist,5,0,8400,,,,
2807,Tetsucabra Leggings S,TetsucabraGamaschenS,Cuissard Tetsucabra S,Calzas Tetsucabra S,Gambali Tetsucabra S,カブラＳレギンス,Armor,Legs,5,0,8400,,,,
2808,Nerscylla Helm S,Nerscylla-Helm S,Heaume Nerscylla S,Casco de Nerscylla S,Elmo Nerscylla S,スキュラＳヘルム,Armor,Head,5,0,8400,,,,
2809,Nerscylla Mail S,Nerscylla-Panzer S,Cotte Nerscylla S,Malla de Nerscylla S,Cotta Nerscylla S,スキュラＳメイル,Armor,Body,5,0,8400,,,,
2810,Nerscylla Braces S,NerscyllaArmschinenS,Avant-bras Nerscylla S,Brazales Nerscylla S,Parabr. Nerscylla S,スキュラＳアーム,Armor,Arms,5,0,8400,,,,
2811,Nerscylla Faulds S,Nerscylla-Beinzeug S,Tassette Nerscylla S,Muslera Nerscylla S,Falda Nerscylla S,スキュラＳフォールド,Armor,Waist,5,0,8400,,,,
2812,Nerscylla Greaves S,NerscyllaBeinschienS,Grèves Nerscylla S,Grebas Nerscylla S,Schin. Nerscylla S,スキュラＳグリーヴ,Armor,Legs,5,0,8400,,,,
2813,Nerscylla Cap S,Nerscylla-Kappe S,Calot Nerscylla S,Gorro de Nerscylla S,Cappello Nerscylla S,スキュラＳキャップ,Armor,Head,5,0,8400,,,,
2814,Nerscylla Vest S,Nerscylla-Weste S,Tunique Nerscylla S,Chaleco Nerscylla S,Pettor. Nerscylla S,スキュラＳレジスト,Armor,Body,5,0,8400,,,,
2815,Nerscylla Guards S,NerscyllaArmschutz S,Gardes Nerscylla S,Guardab. Nerscylla S,Protez. Nerscylla S,スキュラＳガード,Armor,Arms,5,0,8400,,,,
2816,Nerscylla Coat S,NerscyllaWaffenrockS,Taille Nerscylla S,Cota de Nerscylla S,Fiancale Nerscylla S,スキュラＳコート,Armor,Waist,5,0,8400,,,,
2817,Nerscylla Leggings S,NerscyllaGamaschen S,Cuissard Nerscylla S,Calzas Nerscylla S,Gambali Nerscylla S,スキュラＳレギンス,Armor,Legs,5,0,8400,,,,
2818,Zamtrios Helm S,Zamtrios-Helm S,Heaume Zamtrios S,Casco de Zamtrios S,Elmo Zamtrios S,ザボアＳヘルム,Armor,Head,5,0,9100,,,,
2819,Zamtrios Mail S,Zamtrios-Panzer S,Cotte Zamtrios S,Malla de Zamtrios S,Cotta Zamtrios S,ザボアＳメイル,Armor,Body,5,0,9100,,,,
2820,Zamtrios Braces S,ZamtriosArmschienenS,Avant-bras Zamtrios S,Brazales Zamtrios S,Parabr. Zamtrios S,ザボアＳアーム,Armor,Arms,5,0,9100,,,,
2821,Zamtrios Faulds S,Zamtrios-Beinzeug S,Tassette Zamtrios S,Muslera Zamtrios S,Falda Zamtrios S,ザボアＳフォールド,Armor,Waist,5,0,9100,,,,
2822,Zamtrios Greaves S,ZamtriosBeinschinenS,Grèves Zamtrios S,Grebas de Zamtrios S,Schinieri Zamtrios S,ザボアＳグリーヴ,Armor,Legs,5,0,9100,,,,
2823,Zamtrios Cap S,Zamtrios-Kappe S,Calot Zamtrios S,Gorro de Zamtrios S,Cappello Zamtrios S,ザボアＳキャップ,Armor,Head,5,0,9100,,,,
2824,Zamtrios Vest S,Zamtrios-Weste S,Tunique Zamtrios S,Chaleco Zamtrios S,Pettorina Zamtrios S,ザボアＳレジスト,Armor,Body,5,0,9100,,,,
2825,Zamtrios Guards S,Zamtrios-Armschutz S,Gardes Zamtrios S,Guardabr. Zamtrios S,Protez. Zamtrios S,ザボアＳガード,Armor,Arms,5,0,9100,,,,
2826,Zamtrios Coat S,ZamtriosWaffenrock S,Taille Zamtrios S,Cota de Zamtrios S,Fiancale Zamtrios S,ザボアＳコート,Armor,Waist,5,0,9100,,,,
2827,Zamtrios Leggings S,Zamtrios-Gamaschen S,Cuissard Zamtrios S,Calzas de Zamtrios S,Gambali Zamtrios S,ザボアＳレギンス,Armor,Legs,5,0,9100,,,,
2828,Najarala Helm S,Najarala-Helm S,Heaume Najarala S,Casco de Najarala S,Elmo Najarala S,ガララＳヘルム,Armor,Head,5,0,9300,,,,
2829,Najarala Mail S,Najarala-Panzer S,Cotte Najarala S,Malla de Najarala S,Cotta Najarala S,ガララＳメイル,Armor,Body,5,0,9300,,,,
2830,Najarala Braces S,NajaralaArmschienenS,Avant-bras Najarala S,Brazales Najarala S,Parabr. Najarala S,ガララＳアーム,Armor,Arms,5,0,9300,,,,
2831,Najarala Faulds S,Najarala-Beinzeug S,Tassette Najarala S,Muslera Najarala S,Falda Najarala S,ガララＳフォールド,Armor,Waist,5,0,9300,,,,
2832,Najarala Greaves S,NajaralaBeinschinenS,Grèves Najarala S,Grebas de Najarala S,Schinieri Najarala S,ガララＳグリーヴ,Armor,Legs,5,0,9300,,,,
2833,Najarala Cap S,Najarala-Kappe S,Calot Najarala S,Gorro de Najarala S,Cappello Najarala S,ガララＳキャップ,Armor,Head,5,0,9300,,,,
2834,Najarala Vest S,Najarala-Weste S,Tunique Najarala S,Chaleco Najarala S,Pettorina Najarala S,ガララＳレジスト,Armor,Body,5,0,9300,,,,
2835,Najarala Guards S,Najarala-Armschutz S,Gardes Najarala S,Guardabr. Najarala S,Protez. Najarala S,ガララＳガード,Armor,Arms,5,0,9300,,,,
2836,Najarala Coat S,NajaralaWaffenrock S,Taille Najarala S,Cota de Najarala S,Fiancale Najarala S,ガララＳコート,Armor,Waist,5,0,9300,,,,
2837,Najarala Leggings S,Najarala-Gamaschen S,Cuissard Najarala S,Calzas de Najarala S,Gambali Najarala S,ガララＳレギンス,Armor,Legs,5,0,9300,,,,
2838,Khezu Helm S,Khezu-Helm S,Heaume Khezu S,Casco de Khezu S,Elmo Khezu S,フルフルＳヘルム,Armor,Head,5,0,8800,,,,
2839,Khezu Mail S,Khezu-Panzer S,Cotte Khezu S,Malla de Khezu S,Cotta Khezu S,フルフルＳメイル,Armor,Body,5,0,8800,,,,
2840,Khezu Vambraces S,Khezu-Armschienen S,Avant-bras Khezu S,Brazales de Khezu S,Parabraccia Khezu S,フルフルＳアーム,Armor,Arms,5,0,8800,,,,
2841,Khezu Tassets S,Khezu-Beinzeug S,Tassette Khezu S,Muslera de Khezu S,Falda Khezu S,フルフルＳフォールド,Armor,Waist,5,0,8800,,,,
2842,Khezu Greaves S,Khezu-Beinschienen S,Grèves Khezu S,Grebas de Khezu S,Schinieri Khezu S,フルフルＳグリーヴ,Armor,Legs,5,0,8800,,,,
2843,Khezu Cap S,Khezu-Kappe S,Calot Khezu S,Gorro de Khezu S,Cappello Khezu S,フルフルＳキャップ,Armor,Head,5,0,8800,,,,
2844,Khezu Vest S,Khezu-Weste S,Tunique Khezu S,Chaleco de Khezu S,Pettorina Khezu S,フルフルＳレジスト,Armor,Body,5,0,8800,,,,
2845,Khezu Guards S,Khezu-Armschutz S,Gardes Khezu S,Guardabr. de Khezu S,Protezioni Khezu S,フルフルＳガード,Armor,Arms,5,0,8800,,,,
2846,Khezu Coat S,Khezu-Waffenrock S,Taille Khezu S,Cota de Khezu S,Fiancale Khezu S,フルフルＳコート,Armor,Waist,5,0,8800,,,,
2847,Khezu Leggings S,Khezu-Gamaschen S,Cuissard Khezu S,Calzas de Khezu S,Gambali Khezu S,フルフルＳレギンス,Armor,Legs,5,0,8800,,,,
2848,Rathian Helm S,Rathian-Helm S,Heaume Rathian S,Casco de Rathian S,Elmo Rathian S,レイアＳヘルム,Armor,Head,5,0,8800,,,,
2849,Rathian Mail S,Rathian-Panzer S,Cotte Rathian S,Malla de Rathian S,Cotta Rathian S,レイアＳメイル,Armor,Body,5,0,8800,,,,
2850,Rathian Vambraces S,RathianArmschienen S,Avant-bras Rathian S,Brazales Rathian S,Parabr. Rathian S,レイアＳアーム,Armor,Arms,5,0,8800,,,,
2851,Rathian Faulds S,Rathian-Beinzeug S,Tassette Rathian S,Muslera de Rathian S,Falda Rathian S,レイアＳフォールド,Armor,Waist,5,0,8800,,,,
2852,Rathian Greaves S,RathianBeinschienenS,Grèves Rathian S,Grebas de Rathian S,Schinieri Rathian S,レイアＳグリーヴ,Armor,Legs,5,0,8800,,,,
2853,Rathian Cap S,Rathian-Kappe S,Calot Rathian S,Gorro de Rathian S,Cappello Rathian S,レイアＳキャップ,Armor,Head,5,0,8800,,,,
2854,Rathian Vest S,Rathian-Weste S,Tunique Rathian S,Chaleco de Rathian S,Pettorina Rathian S,レイアＳレジスト,Armor,Body,5,0,8800,,,,
2855,Rathian Guards S,Rathian-Armschutz S,Gardes Rathian S,Guardabr. Rathian S,Protezioni Rathian S,レイアＳガード,Armor,Arms,5,0,8800,,,,
2856,Rathian Coat S,Rathian-Waffenrock S,Taille Rathian S,Cota de Rathian S,Fiancale Rathian S,レイアＳコート,Armor,Waist,5,0,8800,,,,
2857,Rathian Leggings S,Rathian-Gamaschen S,Cuissard Rathian S,Calzas de Rathian S,Gambali Rathian S,レイアＳレギンス,Armor,Legs,5,0,8800,,,,
2858,Rathalos Helm S,Rathalos-Helm S,Heaume Rathalos S,Casco de Rathalos S,Elmo Rathalos S,レウスＳヘルム,Armor,Head,5,0,9500,,,,
2859,Rathalos Mail S,Rathalos-Panzer S,Cotte Rathalos S,Malla de Rathalos S,Cotta Rathalos S,レウスＳメイル,Armor,Body,5,0,9500,,,,
2860,Rathalos Vambraces S,RathalosArmschienenS,Avant-bras Rathalos S,Brazales Rathalos S,Parabr. Rathalos S,レウスＳアーム,Armor,Arms,5,0,9500,,,,
2861,Rathalos Faulds S,Rathalos-Beinzeug S,Tassette Rathalos S,Muslera Rathalos S,Falda Rathalos S,レウスＳフォールド,Armor,Waist,5,0,9500,,,,
2862,Rathalos Greaves S,RathalosBeinschinenS,Grèves Rathalos S,Grebas de Rathalos S,Schinieri Rathalos S,レウスＳグリーヴ,Armor,Legs,5,0,9500,,,,
2863,Rathalos Cap S,Rathalos-Kappe S,Calot Rathalos S,Gorro de Rathalos S,Cappello Rathalos S,レウスＳキャップ,Armor,Head,5,0,9500,,,,
2864,Rathalos Vest S,Rathalos-Weste S,Tunique Rathalos S,Chaleco Rathalos S,Pettorina Rathalos S,レウスＳレジスト,Armor,Body,5,0,9500,,,,
2865,Rathalos Guards S,Rathalos-Armschutz S,Gardes Rathalos S,Guardabr. Rathalos S,Protez. Rathalos S,レウスＳガード,Armor,Arms,5,0,9500,,,,
2866,Rathalos Coat S,RathalosWaffenrock S,Taille Rathalos S,Cota de Rathalos S,Fiancale Rathalos S,レウスＳコート,Armor,Waist,5,0,9500,,,,
2867,Rathalos Leggings S,Rathalos-Gamaschen S,Cuissard Rathalos S,Calzas de Rathalos S,Gambali Rathalos S,レウスＳレギンス,Armor,Legs,5,0,9500,,,,
2868,Tigrex Helm S,Tigrex-Helm S,Heaume Tigrex S,Casco de Tigrex S,Elmo Tigrex S,レックスＳヘルム,Armor,Head,5,0,9300,,,,
2869,Tigrex Mail S,Tigrex-Panzer S,Cotte Tigrex S,Malla de Tigrex S,Cotta Tigrex S,レックスＳメイル,Armor,Body,5,0,9300,,,,
2870,Tigrex Vambraces S,Tigrex-Armschienen S,Avant-bras Tigrex S,Brazales de Tigrex S,Parabraccia Tigrex S,レックスＳアーム,Armor,Arms,5,0,9300,,,,
2871,Tigrex Tassets S,Tigrex-Beinzeug S,Tassette Tigrex S,Muslera de Tigrex S,Falda Tigrex S,レックスＳフォールド,Armor,Waist,5,0,9300,,,,
2872,Tigrex Greaves S,TigrexBeinschienen S,Grèves Tigrex S,Grebas de Tigrex S,Schinieri Tigrex S,レックスＳグリーヴ,Armor,Legs,5,0,9300,,,,
2873,Tigrex Cap S,Tigrex-Kappe S,Calot Tigrex S,Gorro de Tigrex S,Cappello Tigrex S,レックスＳキャップ,Armor,Head,5,0,9300,,,,
2874,Tigrex Vest S,Tigrex-Weste S,Tunique Tigrex S,Chaleco de Tigrex S,Pettorina Tigrex S,レックスＳレジスト,Armor,Body,5,0,9300,,,,
2875,Tigrex Guards S,Tigrex-Armschutz S,Gardes Tigrex S,Guardabr. Tigrex S,Protezioni Tigrex S,レックスＳガード,Armor,Arms,5,0,9300,,,,
2876,Tigrex Coat S,Tigrex-Waffenrock S,Taille Tigrex S,Cota de Tigrex S,Fiancale Tigrex S,レックスＳコート,Armor,Waist,5,0,9300,,,,
2877,Tigrex Leggings S,Tigrex-Gamaschen S,Cuissard Tigrex S,Calzas de Tigrex S,Gambali Tigrex S,レックスＳレギンス,Armor,Legs,5,0,9300,,,,
2878,Zinogre Helm S,Zinogre-Helm S,Heaume Zinogre S,Casco de Zinogre S,Elmo Zinogre S,ジンオウＳヘルム,Armor,Head,5,0,9000,,,,
2879,Zinogre Mail S,Zinogre-Panzer S,Cotte Zinogre S,Malla de Zinogre S,Cotta Zinogre S,ジンオウＳメイル,Armor,Body,5,0,9000,,,,
2880,Zinogre Vambraces S,ZinogreArmschienen S,Avant-bras Zinogre S,Brazales Zinogre S,Parabr. Zinogre S,ジンオウＳアーム,Armor,Arms,5,0,9000,,,,
2881,Zinogre Faulds S,Zinogre-Beinzeug S,Tassette Zinogre S,Muslera de Zinogre S,Falda Zinogre S,ジンオウＳフォールド,Armor,Waist,5,0,9000,,,,
2882,Zinogre Greaves S,ZinogreBeinschienenS,Grèves Zinogre S,Grebas de Zinogre S,Schinieri Zinogre S,ジンオウＳグリーヴ,Armor,Legs,5,0,9000,,,,
2883,Zinogre Cap S,Zinogre-Kappe S,Calot Zinogre S,Gorro de Zinogre S,Cappello Zinogre S,ジンオウＳキャップ,Armor,Head,5,0,9000,,,,
2884,Zinogre Vest S,Zinogre-Weste S,Tunique Zinogre S,Chaleco de Zinogre S,Pettorina Zinogre S,ジンオウＳレジスト,Armor,Body,5,0,9000,,,,
2885,Zinogre Guards S,Zinogre-Armschutz S,Gardes Zinogre S,Guardabr. Zinogre S,Protezioni Zinogre S,ジンオウＳガード,Armor,Arms,5,0,9000,,,,
2886,Zinogre Coat S,Zinogre-Waffenrock S,Taille Zinogre S,Cota de Zinogre S,Fiancale Zinogre S,ジンオウＳコート,Armor,Waist,5,0,9000,,,,
2887,Zinogre Leggings S,Zinogre-Gamaschen S,Cuissard Zinogre S,Calzas de Zinogre S,Gambali Zinogre S,ジンオウＳレギンス,Armor,Legs,5,0,9000,,,,
2888,Seltas Helm S,Seltas-Helm S,Heaume Seltas S,Casco de Seltas S,Elmo Seltas S,セルタスＳヘルム,Armor,Head,5,0,9100,,,,
2889,Seltas Mail S,Seltas-Panzer S,Cotte Seltas S,Malla de Seltas S,Cotta Seltas S,セルタスＳメイル,Armor,Body,5,0,9100,,,,
2890,Seltas Vambraces S,Seltas-Armschienen S,Avant-bras Seltas S,Brazales de Seltas S,Parabraccia Seltas S,セルタスＳアーム,Armor,Arms,5,0,9100,,,,
2891,Seltas Faulds S,Seltas-Beinzeug S,Tassette Seltas S,Muslera de Seltas S,Falda Seltas S,セルタスＳフォールド,Armor,Waist,5,0,9100,,,,
2892,Seltas Greaves S,SeltasBeinschienen S,Grèves Seltas S,Grebas de Seltas S,Schinieri Seltas S,セルタスＳグリーヴ,Armor,Legs,5,0,9100,,,,
2893,Seltas Cap S,Seltas-Kappe S,Calot Seltas S,Gorro de Seltas S,Cappello Seltas S,セルタスＳキャップ,Armor,Head,5,0,9100,,,,
2894,Seltas Vest S,Seltas-Weste S,Tunique Seltas S,Chaleco de Seltas S,Pettorina Seltas S,セルタスＳレジスト,Armor,Body,5,0,9100,,,,
2895,Seltas Guards S,Seltas-Armschutz S,Gardes Seltas S,Guardabraz. Seltas S,Protezioni Seltas S,セルタスＳガード,Armor,Arms,5,0,9100,,,,
2896,Seltas Coat S,Seltas-Waffenrock S,Taille Seltas S,Cota de Seltas S,Fiancale Seltas S,セルタスＳコート,Armor,Waist,5,0,9100,,,,
2897,Seltas Leggings S,Seltas-Gamaschen S,Cuissard Seltas S,Calzas de Seltas S,Gambali Seltas S,セルタスＳレギンス,Armor,Legs,5,0,9100,,,,
2898,Gravios Helm S,Gravios-Helm S,Heaume Gravios S,Casco de Gravios S,Elmo Gravios S,グラビドＳヘルム,Armor,Head,5,0,9500,,,,
2899,Gravios Mail S,Gravios-Panzer S,Cotte Gravios S,Malla de Gravios S,Cotta Gravios S,グラビドＳメイル,Armor,Body,5,0,9500,,,,
2900,Gravios Vambraces S,GraviosArmschienen S,Avant-bras Gravios S,Brazales Gravios S,Parabr. Gravios S,グラビドＳアーム,Armor,Arms,5,0,9500,,,,
2901,Gravios Tassets S,Gravios-Beinzeug S,Tassette Gravios S,Muslera de Gravios S,Falda Gravios S,グラビドＳフォールド,Armor,Waist,5,0,9500,,,,
2902,Gravios Greaves S,GraviosBeinschienenS,Grèves Gravios S,Grebas de Gravios S,Schinieri Gravios S,グラビドＳグリーヴ,Armor,Legs,5,0,9500,,,,
2903,Gravios Cap S,Gravios-Kappe S,Calot Gravios S,Gorro de Gravios S,Cappello Gravios S,グラビドＳキャップ,Armor,Head,5,0,9500,,,,
2904,Gravios Vest S,Gravios-Weste S,Tunique Gravios S,Chaleco de Gravios S,Pettorina Gravios S,グラビドＳレジスト,Armor,Body,5,0,9500,,,,
2905,Gravios Guards S,Gravios-Armschutz S,Gardes Gravios S,Guardabr. Gravios S,Protezioni Gravios S,グラビドＳガード,Armor,Arms,5,0,9500,,,,
2906,Gravios Coat S,Gravios-Waffenrock S,Taille Gravios S,Cota de Gravios S,Fiancale Gravios S,グラビドＳコート,Armor,Waist,5,0,9500,,,,
2907,Gravios Leggings S,Gravios-Gamaschen S,Cuissard Gravios S,Calzas de Gravios S,Gambali Gravios S,グラビドＳレギンス,Armor,Legs,5,0,9500,,,,
2908,Kut-Ku Helm U,Kut-Ku-Helm U,Heaume Kut-Ku U,Casco Kut-Ku U,Elmo Kut-Ku U,クックＵヘルム,Armor,Head,5,0,7500,,,,
2909,Kut-Ku Mail U,Kut-Ku-Panzer U,Cotte Kut-Ku U,Malla de Kut-Ku U,Cotta Kut-Ku U,クックＵメイル,Armor,Body,5,0,7500,,,,
2910,Kut-Ku Vambraces U,Kut-Ku-Armschienen U,Avant-bras Kut-Ku U,Brazales de Kut-Ku U,Parabraccia Kut-Ku U,クックＵアーム,Armor,Arms,5,0,7500,,,,
2911,Kut-Ku Tassets U,Kut-Ku-Beinzeug U,Tassette Kut-Ku U,Muslera de Kut-Ku U,Falda Kut-Ku U,クックＵフォールド,Armor,Waist,5,0,7500,,,,
2912,Kut-Ku Greaves U,Kut-KuBeinschienen U,Grèves Kut-Ku U,Grebas de Kut-Ku U,Schinieri Kut-Ku U,クックＵグリーヴ,Armor,Legs,5,0,7500,,,,
2913,Kut-Ku Cap U,Kut-Ku-Kappe U,Calot Kut-Ku U,Gorro de Kut-Ku U,Cappello Kut-Ku U,クックＵキャップ,Armor,Head,5,0,7500,,,,
2914,Kut-Ku Vest U,Kut-Ku-Weste U,Tunique Kut-Ku U,Chaleco de Kut-Ku U,Pettorina Kut-Ku U,クックＵレジスト,Armor,Body,5,0,7500,,,,
2915,Kut-Ku Guards U,Kut-Ku-Armschutz U,Gardes Kut-Ku U,Guardabraz. Kut-Ku U,Protezioni Kut-Ku U,クックＵガード,Armor,Arms,5,0,7500,,,,
