_id,slot,defense,max_defense,fire_res,thunder_res,dragon_res,water_res,ice_res,gender,hunter_type,num_slots
4542,Head,64,97,0,0,0,0,0,Both,Blade,0
4543,Head,109,151,-4,0,-6,4,3,Male,Blade,1
4544,Body,109,151,-4,0,-6,4,3,Male,Blade,2
4545,Arms,109,151,-4,0,-6,4,3,Male,Blade,1
4546,Waist,109,151,-4,0,-6,4,3,Male,Blade,2
4547,Legs,109,151,-4,0,-6,4,3,Male,Blade,3
4548,Head,63,98,-3,1,-5,5,4,Male,Gunner,2
4549,Body,63,98,-3,1,-5,5,4,Male,Gunner,1
4550,Arms,63,98,-3,1,-5,5,4,Male,Gunner,1
4551,Waist,63,98,-3,1,-5,5,4,Male,Gunner,2
4552,Legs,63,98,-3,1,-5,5,4,Male,Gunner,3
4553,Head,109,151,-4,0,-6,4,3,Female,Blade,1
4554,Body,109,151,-4,0,-6,4,3,Female,Blade,2
4555,Arms,109,151,-4,0,-6,4,3,Female,Blade,1
4556,Waist,109,151,-4,0,-6,4,3,Female,Blade,2
4557,Legs,109,151,-4,0,-6,4,3,Female,Blade,3
4558,Head,63,98,-3,1,-5,5,4,Female,Gunner,2
4559,Body,63,98,-3,1,-5,5,4,Female,Gunner,1
4560,Arms,63,98,-3,1,-5,5,4,Female,Gunner,1
4561,Waist,63,98,-3,1,-5,5,4,Female,Gunner,2
4562,Legs,63,98,-3,1,-5,5,4,Female,Gunner,3
4563,Head,106,148,2,3,2,1,-6,Both,Blade,3
4564,Body,106,148,2,3,2,1,-6,Both,Blade,0
4565,Arms,106,148,2,3,2,1,-6,Both,Blade,1
4566,Waist,106,148,2,3,2,1,-6,Both,Blade,2
4567,Legs,106,148,2,3,2,1,-6,Both,Blade,2
4568,Head,60,96,3,4,3,2,-5,Both,Gunner,3
4569,Body,60,96,3,4,3,2,-5,Both,Gunner,0
4570,Arms,60,96,3,4,3,2,-5,Both,Gunner,1
4571,Waist,60,96,3,4,3,2,-5,Both,Gunner,2
4572,Legs,60,96,3,4,3,2,-5,Both,Gunner,2
4573,Head,108,150,2,4,2,1,-7,Both,Blade,2
4574,Body,108,150,2,4,2,1,-7,Both,Blade,3
4575,Arms,108,150,2,4,2,1,-7,Both,Blade,0
4576,Waist,108,150,2,4,2,1,-7,Both,Blade,2
4577,Legs,108,150,2,4,2,1,-7,Both,Blade,2
4578,Head,62,98,3,5,3,2,-6,Both,Gunner,2
4579,Body,62,98,3,5,3,2,-6,Both,Gunner,3
4580,Arms,62,98,3,5,3,2,-6,Both,Gunner,0
4581,Waist,62,98,3,5,3,2,-6,Both,Gunner,2
4582,Legs,62,98,3,5,3,2,-6,Both,Gunner,2
4583,Head,109,151,-2,-5,-6,2,5,Both,Blade,2
4584,Body,109,151,-2,-5,-6,2,5,Both,Blade,2
4585,Arms,109,151,-2,-5,-6,2,5,Both,Blade,2
4586,Waist,109,151,-2,-5,-6,2,5,Both,Blade,3
4587,Legs,109,151,-2,-5,-6,2,5,Both,Blade,3
4588,Head,63,98,-1,-4,-5,3,6,Both,Gunner,2
4589,Body,63,98,-1,-4,-5,3,6,Both,Gunner,2
4590,Arms,63,98,-1,-4,-5,3,6,Both,Gunner,2
4591,Waist,63,98,-1,-4,-5,3,6,Both,Gunner,3
4592,Legs,63,98,-1,-4,-5,3,6,Both,Gunner,3
4593,Head,116,152,3,2,-5,-6,6,Both,Blade,1
4594,Body,116,152,3,2,-5,-6,6,Both,Blade,1
4595,Arms,116,152,3,2,-5,-6,6,Both,Blade,1
4596,Waist,116,152,3,2,-5,-6,6,Both,Blade,3
4597,Legs,116,152,3,2,-5,-6,6,Both,Blade,3
4598,Head,69,98,4,3,-4,-5,7,Both,Gunner,1
4599,Body,69,98,4,3,-4,-5,7,Both,Gunner,1
4600,Arms,69,98,4,3,-4,-5,7,Both,Gunner,1
4601,Waist,69,98,4,3,-4,-5,7,Both,Gunner,3
4602,Legs,69,98,4,3,-4,-5,7,Both,Gunner,3
4603,Head,109,151,4,1,-2,-6,-2,Both,Blade,2
4604,Body,109,151,4,1,-2,-6,-2,Both,Blade,2
4605,Arms,109,151,4,1,-2,-6,-2,Both,Blade,3
4606,Waist,109,151,4,1,-2,-6,-2,Both,Blade,3
4607,Legs,109,151,4,1,-2,-6,-2,Both,Blade,2
4608,Head,63,98,5,2,-1,-5,-1,Both,Gunner,2
4609,Body,63,98,5,2,-1,-5,-1,Both,Gunner,2
4610,Arms,63,98,5,2,-1,-5,-1,Both,Gunner,3
4611,Waist,63,98,5,2,-1,-5,-1,Both,Gunner,3
4612,Legs,63,98,5,2,-1,-5,-1,Both,Gunner,1
4613,Head,109,151,-4,0,-1,3,4,Both,Blade,1
4614,Body,109,151,-4,0,-1,3,4,Both,Blade,1
4615,Arms,109,151,-4,0,-1,3,4,Both,Blade,2
4616,Waist,109,151,-4,0,-1,3,4,Both,Blade,3
4617,Legs,109,151,-4,0,-1,3,4,Both,Blade,2
4618,Head,63,98,-3,1,0,4,5,Both,Gunner,1
4619,Body,63,98,-3,1,0,4,5,Both,Gunner,1
4620,Arms,63,98,-3,1,0,4,5,Both,Gunner,2
4621,Waist,63,98,-3,1,0,4,5,Both,Gunner,3
4622,Legs,63,98,-3,1,0,4,5,Both,Gunner,2
4623,Head,107,149,3,-4,-4,2,3,Male,Blade,2
4624,Body,107,149,3,-4,-4,2,3,Male,Blade,1
4625,Arms,107,149,3,-4,-4,2,3,Male,Blade,3
4626,Waist,107,149,3,-4,-4,2,3,Male,Blade,2
4627,Legs,107,149,3,-4,-4,2,3,Male,Blade,0
4628,Head,61,97,4,-3,-3,3,4,Male,Gunner,2
4629,Body,61,97,4,-3,-3,3,4,Male,Gunner,2
4630,Arms,61,97,4,-3,-3,3,4,Male,Gunner,3
4631,Waist,61,97,4,-3,-3,3,4,Male,Gunner,1
4632,Legs,61,97,4,-3,-3,3,4,Male,Gunner,0
4633,Head,107,149,3,-4,-4,2,3,Female,Blade,2
4634,Body,107,149,3,-4,-4,2,3,Female,Blade,1
4635,Arms,107,149,3,-4,-4,2,3,Female,Blade,3
4636,Waist,107,149,3,-4,-4,2,3,Female,Blade,2
4637,Legs,107,149,3,-4,-4,2,3,Female,Blade,0
4638,Head,61,97,4,-3,-3,3,4,Female,Gunner,2
4639,Body,61,97,4,-3,-3,3,4,Female,Gunner,2
4640,Arms,61,97,4,-3,-3,3,4,Female,Gunner,3
4641,Waist,61,97,4,-3,-3,3,4,Female,Gunner,1
4642,Legs,61,97,4,-3,-3,3,4,Female,Gunner,0
4643,Head,110,152,-4,0,-7,3,3,Both,Blade,1
4644,Body,110,152,-4,0,-7,3,3,Both,Blade,1
4645,Arms,110,152,-4,0,-7,3,3,Both,Blade,2
4646,Waist,110,152,-4,0,-7,3,3,Both,Blade,2
4647,Legs,110,152,-4,0,-7,3,3,Both,Blade,2
4648,Head,64,98,-3,1,-6,4,4,Both,Gunner,1
4649,Body,64,98,-3,1,-6,4,4,Both,Gunner,1
4650,Arms,64,98,-3,1,-6,4,4,Both,Gunner,2
4651,Waist,64,98,-3,1,-6,4,4,Both,Gunner,2
4652,Legs,64,98,-3,1,-6,4,4,Both,Gunner,2
4653,Head,112,152,3,-2,-3,3,-2,Both,Blade,0
4654,Body,112,152,3,-2,-3,3,-2,Both,Blade,2
4655,Arms,112,152,3,-2,-3,3,-2,Both,Blade,1
4656,Waist,112,152,3,-2,-3,3,-2,Both,Blade,1
4657,Legs,112,152,3,-2,-3,3,-2,Both,Blade,1
4658,Head,65,98,4,-1,-2,4,-1,Both,Gunner,0
4659,Body,65,98,4,-1,-2,4,-1,Both,Gunner,2
4660,Arms,65,98,4,-1,-2,4,-1,Both,Gunner,1
4661,Waist,65,98,4,-1,-2,4,-1,Both,Gunner,1
4662,Legs,65,98,4,-1,-2,4,-1,Both,Gunner,1
4663,Head,110,150,4,-3,-5,0,2,Both,Blade,1
4664,Body,110,150,4,-3,-5,0,2,Both,Blade,2
4665,Arms,110,150,4,-3,-5,0,2,Both,Blade,2
4666,Waist,110,150,4,-3,-5,0,2,Both,Blade,2
4667,Legs,110,150,4,-3,-5,0,2,Both,Blade,0
4668,Head,64,97,5,-2,-4,1,3,Both,Gunner,2
4669,Body,64,97,5,-2,-4,1,3,Both,Gunner,2
4670,Arms,64,97,5,-2,-4,1,3,Both,Gunner,2
4671,Waist,64,97,5,-2,-4,1,3,Both,Gunner,2
4672,Legs,64,97,5,-2,-4,1,3,Both,Gunner,0
4673,Head,106,148,-5,-3,-2,0,4,Both,Blade,2
4674,Body,106,148,-5,-3,-2,0,4,Both,Blade,2
4675,Arms,106,148,-5,-3,-2,0,4,Both,Blade,2
4676,Waist,106,148,-5,-3,-2,0,4,Both,Blade,2
4677,Legs,106,148,-5,-3,-2,0,4,Both,Blade,2
4678,Head,60,96,-4,-2,-1,1,5,Both,Gunner,2
4679,Body,60,96,-4,-2,-1,1,5,Both,Gunner,2
4680,Arms,60,96,-4,-2,-1,1,5,Both,Gunner,2
4681,Waist,60,96,-4,-2,-1,1,5,Both,Gunner,2
4682,Legs,60,96,-4,-2,-1,1,5,Both,Gunner,2
4683,Head,108,150,-1,-3,-1,-1,-1,Both,Blade,1
4684,Body,108,150,-1,-3,-1,-1,-1,Both,Blade,1
4685,Arms,108,150,-1,-3,-1,-1,-1,Both,Blade,1
4686,Waist,108,150,-1,-3,-1,-1,-1,Both,Blade,0
4687,Legs,108,150,-1,-3,-1,-1,-1,Both,Blade,3
4688,Head,62,98,0,-2,0,0,0,Both,Gunner,1
4689,Body,62,98,0,-2,0,0,0,Both,Gunner,1
4690,Arms,62,98,0,-2,0,0,0,Both,Gunner,1
4691,Waist,62,98,0,-2,0,0,0,Both,Gunner,0
4692,Legs,62,98,0,-2,0,0,0,Both,Gunner,3
4693,Head,116,152,3,2,1,-5,-3,Both,Blade,1
4694,Body,116,152,3,2,1,-5,-3,Both,Blade,1
4695,Arms,116,152,3,2,1,-5,-3,Both,Blade,1
4696,Waist,116,152,3,2,1,-5,-3,Both,Blade,3
4697,Legs,116,152,3,2,1,-5,-3,Both,Blade,2
4698,Head,69,98,4,3,2,-4,-2,Both,Gunner,1
4699,Body,69,98,4,3,2,-4,-2,Both,Gunner,1
4700,Arms,69,98,4,3,2,-4,-2,Both,Gunner,1
4701,Waist,69,98,4,3,2,-4,-2,Both,Gunner,3
4702,Legs,69,98,4,3,2,-4,-2,Both,Gunner,2
4703,Head,116,152,4,0,0,-3,-3,Both,Blade,1
4704,Body,116,152,4,0,0,-3,-3,Both,Blade,3
4705,Arms,116,152,4,0,0,-3,-3,Both,Blade,1
4706,Waist,116,152,4,0,0,-3,-3,Both,Blade,1
4707,Legs,116,152,4,0,0,-3,-3,Both,Blade,3
4708,Head,69,98,5,1,1,-2,-2,Both,Gunner,1
4709,Body,69,98,5,1,1,-2,-2,Both,Gunner,3
4710,Arms,69,98,5,1,1,-2,-2,Both,Gunner,1
4711,Waist,69,98,5,1,1,-2,-2,Both,Gunner,1
4712,Legs,69,98,5,1,1,-2,-2,Both,Gunner,3
4713,Head,120,156,2,1,-4,-1,-3,Both,Blade,2
4714,Body,120,156,2,1,-4,-1,-3,Both,Blade,0
4715,Arms,120,156,2,1,-4,-1,-3,Both,Blade,1
4716,Waist,120,156,2,1,-4,-1,-3,Both,Blade,0
4717,Legs,120,156,2,1,-4,-1,-3,Both,Blade,1
4718,Head,72,101,3,2,-5,0,-2,Both,Gunner,2
4719,Body,72,101,3,2,-5,0,-2,Both,Gunner,0
4720,Arms,72,101,3,2,-5,0,-2,Both,Gunner,1
4721,Waist,72,101,3,2,-5,0,-2,Both,Gunner,0
4722,Legs,72,101,3,2,-5,0,-2,Both,Gunner,1
4723,Head,98,145,-3,5,3,-3,-1,Both,Blade,2
4724,Body,98,145,-3,5,3,-3,-1,Both,Blade,1
4725,Arms,98,145,-3,5,3,-3,-1,Both,Blade,3
4726,Waist,98,145,-3,5,3,-3,-1,Both,Blade,2
4727,Legs,98,145,-3,5,3,-3,-1,Both,Blade,2
4728,Head,54,94,-2,6,4,-2,0,Both,Gunner,2
4729,Body,54,94,-2,6,4,-2,0,Both,Gunner,1
4730,Arms,54,94,-2,6,4,-2,0,Both,Gunner,3
4731,Waist,54,94,-2,6,4,-2,0,Both,Gunner,2
4732,Legs,54,94,-2,6,4,-2,0,Both,Gunner,2
4733,Head,99,146,-3,-1,3,-3,6,Both,Blade,2
4734,Body,99,146,-3,-1,3,-3,6,Both,Blade,3
4735,Arms,99,146,-3,-1,3,-3,6,Both,Blade,2
4736,Waist,99,146,-3,-1,3,-3,6,Both,Blade,1
4737,Legs,99,146,-3,-1,3,-3,6,Both,Blade,2
4738,Head,55,95,-2,0,4,-2,7,Both,Gunner,2
4739,Body,55,95,-2,0,4,-2,7,Both,Gunner,3
4740,Arms,55,95,-2,0,4,-2,7,Both,Gunner,2
4741,Waist,55,95,-2,0,4,-2,7,Both,Gunner,1
4742,Legs,55,95,-2,0,4,-2,7,Both,Gunner,2
4743,Head,110,152,2,0,-2,2,-2,Both,Blade,2
4744,Body,110,152,2,0,-2,2,-2,Both,Blade,2
4745,Arms,110,152,2,0,-2,2,-2,Both,Blade,1
4746,Waist,110,152,2,0,-2,2,-2,Both,Blade,1
4747,Legs,110,152,2,0,-2,2,-2,Both,Blade,3
4748,Head,64,99,3,2,-1,4,-1,Both,Gunner,2
4749,Body,64,99,3,2,-1,4,-1,Both,Gunner,2
4750,Arms,64,99,3,2,-1,4,-1,Both,Gunner,1
4751,Waist,64,99,3,2,-1,4,-1,Both,Gunner,1
4752,Legs,64,99,3,2,-1,4,-1,Both,Gunner,3
4753,Head,108,150,3,0,-4,1,-4,Male,Blade,2
4754,Body,108,150,3,0,-4,1,-4,Male,Blade,1
4755,Arms,108,150,3,0,-4,1,-4,Male,Blade,3
4756,Waist,108,150,3,0,-4,1,-4,Male,Blade,2
4757,Legs,108,150,3,0,-4,1,-4,Male,Blade,0
4758,Head,62,98,4,1,-3,2,-3,Male,Gunner,2
4759,Body,62,98,4,1,-3,2,-3,Male,Gunner,1
4760,Arms,62,98,4,1,-3,2,-3,Male,Gunner,3
4761,Waist,62,98,4,1,-3,2,-3,Male,Gunner,2
4762,Legs,62,98,4,1,-3,2,-3,Male,Gunner,0
4763,Head,108,150,3,0,-4,1,-4,Female,Blade,2
4764,Body,108,150,3,0,-4,1,-4,Female,Blade,1
4765,Arms,108,150,3,0,-4,1,-4,Female,Blade,3
4766,Waist,108,150,3,0,-4,1,-4,Female,Blade,2
4767,Legs,108,150,3,0,-4,1,-4,Female,Blade,0
4768,Head,62,98,4,1,-3,2,-3,Female,Gunner,2
4769,Body,62,98,4,1,-3,2,-3,Female,Gunner,1
4770,Arms,62,98,4,1,-3,2,-3,Female,Gunner,3
4771,Waist,62,98,4,1,-3,2,-3,Female,Gunner,2
4772,Legs,62,98,4,1,-3,2,-3,Female,Gunner,0
4773,Head,110,152,4,1,-2,-2,-6,Both,Blade,3
4774,Body,110,152,4,1,-2,-2,-6,Both,Blade,1
4775,Arms,110,152,4,1,-2,-2,-6,Both,Blade,2
4776,Waist,110,152,4,1,-2,-2,-6,Both,Blade,2
4777,Legs,110,152,4,1,-2,-2,-6,Both,Blade,3
4778,Head,64,99,5,2,-1,-1,-5,Both,Gunner,3
4779,Body,64,99,5,2,-1,-1,-5,Both,Gunner,1
4780,Arms,64,99,5,2,-1,-1,-5,Both,Gunner,2
4781,Waist,64,99,5,2,-1,-1,-5,Both,Gunner,2
4782,Legs,64,99,5,2,-1,-1,-5,Both,Gunner,3
4783,Head,108,150,0,-2,-5,3,1,Male,Blade,3
4784,Body,108,150,0,-2,-5,3,1,Male,Blade,2
4785,Arms,108,150,0,-2,-5,3,1,Male,Blade,0
4786,Waist,108,150,0,-2,-5,3,1,Male,Blade,1
4787,Legs,108,150,0,-2,-5,3,1,Male,Blade,2
4788,Head,62,98,1,-1,-4,4,2,Male,Gunner,3
4789,Body,62,98,1,-1,-4,4,2,Male,Gunner,2
4790,Arms,62,98,1,-1,-4,4,2,Male,Gunner,0
4791,Waist,62,98,1,-1,-4,4,2,Male,Gunner,1
4792,Legs,62,98,1,-1,-4,4,2,Male,Gunner,2
4793,Head,108,150,0,-2,-5,3,1,Female,Blade,3
4794,Body,108,150,0,-2,-5,3,1,Female,Blade,2
4795,Arms,108,150,0,-2,-5,3,1,Female,Blade,0
4796,Waist,108,150,0,-2,-5,3,1,Female,Blade,1
4797,Legs,108,150,0,-2,-5,3,1,Female,Blade,2
4798,Head,62,98,1,-1,-4,4,2,Female,Gunner,3
4799,Body,62,98,1,-1,-4,4,2,Female,Gunner,2
4800,Arms,62,98,1,-1,-4,4,2,Female,Gunner,0
4801,Waist,62,98,1,-1,-4,4,2,Female,Gunner,1
4802,Legs,62,98,1,-1,-4,4,2,Female,Gunner,2
4803,Head,116,152,-2,0,-4,2,2,Male,Blade,2
4804,Body,116,152,-2,0,-4,2,2,Male,Blade,1
4805,Arms,116,152,-2,0,-4,2,2,Male,Blade,1
4806,Waist,116,152,-2,0,-4,2,2,Male,Blade,3
4807,Legs,116,152,-2,0,-4,2,2,Male,Blade,3
4808,Head,69,98,-1,1,-3,3,3,Male,Gunner,3
4809,Body,69,98,-1,1,-3,3,3,Male,Gunner,1
4810,Arms,69,98,-1,1,-3,3,3,Male,Gunner,2
4811,Waist,69,98,-1,1,-3,3,3,Male,Gunner,3
4812,Legs,69,98,-1,1,-3,3,3,Male,Gunner,2
4813,Head,116,152,-2,0,-4,2,2,Female,Blade,2
4814,Body,116,152,-2,0,-4,2,2,Female,Blade,1
4815,Arms,116,152,-2,0,-4,2,2,Female,Blade,1
4816,Waist,116,152,-2,0,-4,2,2,Female,Blade,3
4817,Legs,116,152,-2,0,-4,2,2,Female,Blade,3
4818,Head,69,98,-1,1,-3,3,3,Female,Gunner,3
4819,Body,69,98,-1,1,-3,3,3,Female,Gunner,1
4820,Arms,69,98,-1,1,-3,3,3,Female,Gunner,2
4821,Waist,69,98,-1,1,-3,3,3,Female,Gunner,3
4822,Legs,69,98,-1,1,-3,3,3,Female,Gunner,2
4823,Head,112,152,-3,0,-5,4,0,Both,Blade,3
4824,Body,112,152,-3,0,-5,4,0,Both,Blade,0
4825,Arms,112,152,-3,0,-5,4,0,Both,Blade,0
4826,Waist,112,152,-3,0,-5,4,0,Both,Blade,3
4827,Legs,112,152,-3,0,-5,4,0,Both,Blade,2
4828,Head,65,98,-2,0,-4,5,0,Both,Gunner,3
4829,Body,65,98,-2,0,-4,5,0,Both,Gunner,0
4830,Arms,65,98,-2,0,-4,5,0,Both,Gunner,0
4831,Waist,65,98,-2,0,-4,5,0,Both,Gunner,3
4832,Legs,65,98,-2,0,-4,5,0,Both,Gunner,2
4833,Head,116,152,4,-3,-7,0,1,Both,Blade,3
4834,Body,116,152,4,-3,-7,0,1,Both,Blade,3
4835,Arms,116,152,4,-3,-7,0,1,Both,Blade,2
4836,Waist,116,152,4,-3,-7,0,1,Both,Blade,1
4837,Legs,116,152,4,-3,-7,0,1,Both,Blade,1
4838,Head,69,98,5,-2,-6,1,2,Both,Gunner,3
4839,Body,69,98,5,-2,-6,1,2,Both,Gunner,3
4840,Arms,69,98,5,-2,-6,1,2,Both,Gunner,2
4841,Waist,69,98,5,-2,-6,1,2,Both,Gunner,1
4842,Legs,69,98,5,-2,-6,1,2,Both,Gunner,1
4843,Head,112,152,0,0,-2,-2,0,Both,Blade,1
4844,Body,112,152,-3,3,-2,-2,3,Both,Blade,2
4845,Arms,112,152,-3,3,-2,-2,3,Both,Blade,1
4846,Waist,112,152,3,-3,-2,-2,-3,Both,Blade,3
4847,Legs,112,152,3,-3,-2,-2,-3,Both,Blade,1
4848,Head,65,98,1,1,-1,-1,1,Both,Gunner,1
4849,Body,65,98,-2,4,-1,-1,4,Both,Gunner,2
4850,Arms,65,98,-2,4,-1,-1,4,Both,Gunner,1
4851,Waist,65,98,4,-2,-1,-1,-2,Both,Gunner,3
4852,Legs,65,98,4,-2,-1,-1,-2,Both,Gunner,1
4853,Body,70,147,0,0,0,0,0,Both,Blade,0
4854,Body,36,88,0,0,0,0,0,Both,Gunner,0
4855,Head,100,151,1,1,1,1,1,Both,Blade,3
4856,Body,100,151,1,1,1,1,1,Both,Blade,1
4857,Arms,100,151,1,1,1,1,1,Both,Blade,3
4858,Waist,100,151,1,1,1,1,1,Both,Blade,1
4859,Legs,100,151,1,1,1,1,1,Both,Blade,3
4860,Head,55,97,2,2,2,2,2,Both,Gunner,3
4861,Body,55,97,2,2,2,2,2,Both,Gunner,0
4862,Arms,55,97,2,2,2,2,2,Both,Gunner,3
4863,Waist,55,97,2,2,2,2,2,Both,Gunner,1
4864,Legs,55,97,2,2,2,2,2,Both,Gunner,3
4865,Head,100,151,-4,-4,-4,-4,-4,Both,Blade,0
4866,Body,100,151,-4,-4,-4,-4,-4,Both,Blade,0
4867,Arms,100,151,-4,-4,-4,-4,-4,Both,Blade,0
4868,Waist,100,151,-4,-4,-4,-4,-4,Both,Blade,3
4869,Legs,100,151,-4,-4,-4,-4,-4,Both,Blade,3
4870,Head,55,97,-3,-3,-3,-3,-3,Both,Gunner,0
4871,Body,55,97,-3,-3,-3,-3,-3,Both,Gunner,0
4872,Arms,55,97,-3,-3,-3,-3,-3,Both,Gunner,0
4873,Waist,55,97,-3,-3,-3,-3,-3,Both,Gunner,3
4874,Legs,55,97,-3,-3,-3,-3,-3,Both,Gunner,3
4875,Head,88,152,-2,-2,4,-2,-2,Both,Blade,3
4876,Body,88,152,-2,-2,4,-2,-2,Both,Blade,0
4877,Arms,88,152,-2,-2,4,-2,-2,Both,Blade,0
4878,Waist,88,152,-2,-2,4,-2,-2,Both,Blade,3
4879,Legs,88,152,-2,-2,4,-2,-2,Both,Blade,0
4880,Head,47,100,-1,-1,5,-1,-1,Both,Gunner,3
4881,Body,47,100,-1,-1,5,-1,-1,Both,Gunner,0
4882,Arms,47,100,-1,-1,5,-1,-1,Both,Gunner,0
4883,Waist,47,100,-1,-1,5,-1,-1,Both,Gunner,3
4884,Legs,47,100,-1,-1,5,-1,-1,Both,Gunner,0
4885,Head,116,152,3,3,-4,3,3,Male,Blade,2
4886,Body,116,152,3,3,-4,3,3,Male,Blade,3
4887,Arms,116,152,3,3,-4,3,3,Male,Blade,0
4888,Legs,116,152,3,3,-4,3,3,Male,Blade,2
4889,Head,69,100,4,4,-3,4,4,Male,Gunner,2
4890,Body,69,100,4,4,-3,4,4,Male,Gunner,3
4891,Arms,69,100,4,4,-3,4,4,Male,Gunner,0
4892,Legs,69,100,4,4,-3,4,4,Male,Gunner,2
4893,Head,88,142,3,3,-4,3,3,Female,Blade,2
4894,Body,88,142,3,3,-4,3,3,Female,Blade,3
4895,Arms,88,142,3,3,-4,3,3,Female,Blade,0
4896,Legs,88,142,3,3,-4,3,3,Female,Blade,2
4897,Head,47,92,4,4,-3,4,4,Female,Gunner,2
4898,Body,47,92,4,4,-3,4,4,Female,Gunner,3
4899,Arms,47,92,4,4,-3,4,4,Female,Gunner,0
4900,Legs,47,92,4,4,-3,4,4,Female,Gunner,2
4901,Head,40,92,2,2,2,2,2,Both,Both,0
4902,Head,40,92,1,1,1,1,1,Both,Both,0
4903,Head,40,92,0,2,-2,2,3,Both,Both,0
4904,Head,40,92,1,2,1,1,1,Both,Both,0
4905,Head,40,92,0,0,0,0,0,Both,Both,0
4906,Head,40,92,0,2,1,0,2,Both,Both,0
4907,Head,40,92,2,2,2,2,2,Both,Both,2
4908,Head,40,92,2,2,2,2,0,Both,Both,0
4909,Head,40,92,2,0,0,2,-2,Both,Both,0
4910,Head,40,92,2,2,2,2,2,Both,Both,0
4911,Head,108,150,2,-7,4,-4,0,Both,Blade,3
4912,Body,108,150,2,-7,4,-4,0,Both,Blade,2
4913,Arms,108,150,2,-7,4,-4,0,Both,Blade,1
4914,Waist,108,150,2,-7,4,-4,0,Both,Blade,3
4915,Legs,108,150,2,-7,4,-4,0,Both,Blade,1
4916,Head,62,98,3,-6,5,-3,1,Both,Gunner,3
4917,Body,62,98,3,-6,5,-3,1,Both,Gunner,2
4918,Arms,62,98,3,-6,5,-3,1,Both,Gunner,1
4919,Waist,62,98,3,-6,5,-3,1,Both,Gunner,3
4920,Legs,62,98,3,-6,5,-3,1,Both,Gunner,1
4921,Head,108,150,2,-4,4,-7,0,Both,Blade,1
4922,Body,108,150,2,-4,4,-7,0,Both,Blade,3
4923,Arms,108,150,2,-4,4,-7,0,Both,Blade,2
4924,Waist,108,150,2,-4,4,-7,0,Both,Blade,2
4925,Legs,108,150,2,-4,4,-7,0,Both,Blade,0
4926,Head,62,98,3,-3,5,-6,1,Both,Gunner,1
4927,Body,62,98,3,-3,5,-6,1,Both,Gunner,3
4928,Arms,62,98,3,-3,5,-6,1,Both,Gunner,2
4929,Waist,62,98,3,-3,5,-6,1,Both,Gunner,2
4930,Legs,62,98,3,-3,5,-6,1,Both,Gunner,0
4931,Head,110,152,3,-2,-3,3,-2,Both,Blade,1
4932,Body,110,152,3,-2,-3,3,-2,Both,Blade,1
4933,Arms,110,152,3,-2,-3,3,-2,Both,Blade,0
4934,Waist,110,152,3,-2,-3,3,-2,Both,Blade,1
4935,Legs,110,152,3,-2,-3,3,-2,Both,Blade,1
4936,Head,64,98,4,-1,-2,4,-1,Both,Gunner,1
4937,Body,64,98,4,-1,-2,4,-1,Both,Gunner,1
4938,Arms,64,98,4,-1,-2,4,-1,Both,Gunner,0
4939,Waist,64,98,4,-1,-2,4,-1,Both,Gunner,1
4940,Legs,64,98,4,-1,-2,4,-1,Both,Gunner,1
4941,Head,118,154,-3,2,-6,2,-1,Both,Blade,2
4942,Body,118,154,-3,2,-6,2,-1,Both,Blade,1
4943,Arms,118,154,-3,2,-6,2,-1,Both,Blade,0
4944,Waist,118,154,-3,2,-6,2,-1,Both,Blade,2
4945,Legs,118,154,-3,2,-6,2,-1,Both,Blade,0
4946,Head,71,100,-2,3,-5,3,0,Both,Gunner,2
4947,Body,71,100,-2,3,-5,3,0,Both,Gunner,1
4948,Arms,71,100,-2,3,-5,3,0,Both,Gunner,0
4949,Waist,71,100,-2,3,-5,3,0,Both,Gunner,2
4950,Legs,71,100,-2,3,-5,3,0,Both,Gunner,0
4951,Head,120,156,-2,2,-7,2,-1,Both,Blade,0
4952,Body,120,156,-2,2,-7,2,-1,Both,Blade,1
4953,Arms,120,156,-2,2,-7,2,-1,Both,Blade,0
4954,Waist,120,156,-2,2,-7,2,-1,Both,Blade,1
4955,Legs,120,156,-2,2,-7,2,-1,Both,Blade,0
4956,Head,72,101,-1,3,-6,3,0,Both,Gunner,0
4957,Body,72,101,-1,3,-6,3,0,Both,Gunner,1
4958,Arms,72,101,-1,3,-6,3,0,Both,Gunner,0
4959,Waist,72,101,-1,3,-6,3,0,Both,Gunner,1
4960,Legs,72,101,-1,3,-6,3,0,Both,Gunner,0
4961,Head,120,,0,-3,0,1,0,Both,Blade,3
4962,Body,120,,0,-3,0,1,0,Both,Blade,3
4963,Arms,120,,0,-3,0,1,0,Both,Blade,3
4964,Waist,120,,0,-3,0,1,0,Both,Blade,3
4965,Legs,120,,0,-3,0,1,0,Both,Blade,3
4966,Head,72,,1,-2,1,2,1,Both,Gunner,3
4967,Body,72,,1,-2,1,2,1,Both,Gunner,3
4968,Arms,72,,1,-2,1,2,1,Both,Gunner,3
4969,Waist,72,,1,-2,1,2,1,Both,Gunner,3
4970,Legs,72,,1,-2,1,2,1,Both,Gunner,3
4971,Head,100,,-5,-5,-5,-5,-5,Both,Blade,0
4972,Body,100,,-5,-5,-5,-5,-5,Both,Blade,0
4973,Arms,100,,-5,-5,-5,-5,-5,Both,Blade,0
4974,Waist,100,,-5,-5,-5,-5,-5,Both,Blade,0
